Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Niue,Трофимов Автоном Игнатович,Flamengo,вратарь,4,-3
Mayotte,Бобылев Демьян Авдеевич,Peñarol,вратарь,7,-27
Venezuela,Большаков Елисей Викентьевич,Steaua Bucureşti,защитник,10,22
Virgin Islands (British),Захаров Петр Устинович,Chelsea,вратарь,4,-7
Oman,Субботин Викентий Власович,Linfield,защитник,9,5
Rwanda,Горбунов Пимен Эдгарович,Nacional,защитник,10,6
Libya,Карпов Давыд Иосипович,Schalke,полузащитник,3,29
Eritrea,Владимиров Сигизмунд Трофимович,Rapid Wien,вратарь,2,-11
Palau,Игнатьев Варлаам Адрианович,Club Brugge,защитник,1,17
Falkland Islands (Malvinas),Якушев Данила Ильясович,Olympique Lyonnais,полузащитник,7,10
Egypt,Королев Феоктист Владленович,Torino,нападающий,6,6
Congo,Панфилов Родион Ермолаевич,Dinamo Zagreb,нападающий,5,25
Mali,Матвеев Вячеслав Фёдорович,Borussia Dortmund,нападающий,3,15
American Samoa,Уваров Гордей Валентинович,Peñarol,полузащитник,9,18
Marshall Islands,Матвеев Ювеналий Вячеславович,Malmö,нападающий,6,22
Senegal,Лебедев Ювеналий Витальевич,Benfica,защитник,10,11
Canada,Васильев Радован Адамович,Napoli,полузащитник,6,12
Reunion,Гуляев Назар Германович,Aston Villa,защитник,10,11
Libya,Колесников Иосиф Вилорович,Fiorentina,полузащитник,7,11
Uzbekistan,Белоусов Сидор Бориславович,Racing,защитник,2,20
Benin,Ефимов Владислав Фёдорович,Rangers,полузащитник,7,6
Benin,Тарасов Мефодий Бориславович,Colo-Colo,защитник,1,8
Burundi,Кабанов Борислав Ярославович,Újpest,полузащитник,7,8
Lesotho,Семенов Варфоломей Харлампьевич,Aston Villa,нападающий,7,6
Virgin Islands (U.S.),Зимин Платон Брониславович,Fiorentina,защитник,5,23
Yemen,Ильин Андроник Марсович,Hamburger SV,вратарь,4,-25
Mozambique,Семенов Павел Антипович,River Plate,защитник,5,18
Malaysia,Некрасов Ипполит Вилорович,Real Madrid,нападающий,9,17
Croatia,Прохоров Карл Геннадиевич,Racing,вратарь,10,-21
Sri Lanka,Костин Роман Антонович,Feyenoord,вратарь,1,-5
Guadeloupe,Данилов Харлампий Денисович,Atlético Mineiro,нападающий,5,28
Qatar,Горбунов Натан Валерьевич,Dinamo Zagreb,нападающий,6,7
St.Pierre,Силин Герман Гертрудович,Flamengo,полузащитник,3,11
Australia,Герасимов Пимен Данилович,Universitario,защитник,10,29
Syrian Arab Republic,Большаков Арсений Бориславович,Independiente,полузащитник,10,25
Australia,Емельянов Кузьма Виленович,Club América,защитник,10,9
Greenland,Исаев Михаил Фокич,Roma,вратарь,3,-6
Ghana,Артемьев Мартьян Антонович,Aston Villa,полузащитник,5,27
Venezuela,Некрасов Амвросий Аверьянович,IFK Göteborg,нападающий,2,17
Singapore,Киселев Соломон Валерьянович,Levski Sofia,нападающий,2,18
Namibia,Журавлев Трофим Димитриевич,Ferencvárosi TC,нападающий,5,9
Sierra Leone,Муравьев Гедеон Терентьевич,Sporting,вратарь,1,-14
Sri Lanka,Евсеев Анисим Ануфриевич,Olympique Lyonnais,нападающий,1,14
South Africa,Борисов Владилен Тихонович,Santos,вратарь,2,-16
United Arab Emirates,Бирюков Исай Евсеевич,Dinamo Zagreb,вратарь,8,-8
Latvia,Волков Дорофей Брониславович,Vélez Sarsfield,вратарь,7,-12
Austria,Рогов Мокей Давидович,Al Ahly,защитник,2,26
Cyprus,Романов Феофан Валерьевич,Borussia Mönchengladbach,защитник,9,14
Senegal,Рыбаков Викентий Георгиевич,Valencia,нападающий,1,5
Pitcairn,Родионов Эрнест Давидович,Independiente,полузащитник,4,21
Mozambique,Шарапов Творимир Ефремович,Ajax,полузащитник,5,19
Macau,Третьяков Остромир Фокич,Ajax,полузащитник,7,7
Greece,Муравьев Ладислав Фролович,Monaco,полузащитник,5,20
Burundi,Елисеев Модест Герасимович,Levski Sofia,нападающий,4,16
Cyprus,Агафонов Самуил Устинович,Cerro Porteño,защитник,9,13
Argentina,Некрасов Харлампий Гурьевич,Monaco,защитник,2,12
Vatican City State,Кудрявцев Всеволод Валерьевич,Estudiantes,защитник,4,20
Nepal,Беляков Владислав Данилович,Corinthians,вратарь,8,-7
Liechtenstein,Денисов Геннадий Фролович,Fenerbahçe,полузащитник,1,2
Macau,Волков Творимир Аксёнович,Palmeiras,нападающий,2,2
Samoa,Вишняков Илья Владиленович,Flamengo,полузащитник,4,13
Korea (North),Соболев Андрей Демьянович,Slavia Prague,полузащитник,10,1
El Salvador,Зуев Виссарион Богданович,Flamengo,защитник,3,22
India,Куликов Милий Ермолаевич,Atlético Madrid,защитник,5,13
Chad,Пахомов Глеб Филимонович,Universidad Católica,полузащитник,1,9
Turkmenistan,Селиверстов Никодим Всеволодович,Vélez Sarsfield,нападающий,9,7
Bhutan,Филатов Будимир Витальевич,São Paulo,нападающий,1,4
Austria,Гордеев Максимильян Даниилович,Red Star Belgrade,защитник,1,17
Panama,Орехов Вацлав Игоревич,Monaco,нападающий,1,21
Trinidad And Tobago,Игнатов Пахом Филиппович,Anderlecht,вратарь,4,-10
Djibouti,Максимов Вениамин Евстигнеевич,Estudiantes,защитник,4,16
Czech Republic,Артемьев Гурий Исидорович,Hamburger SV,полузащитник,1,11
Bahamas,Некрасов Нифонт Федотович,Dinamo Zagreb,вратарь,7,-14
Niue,Зимин Панкрат Феофанович,Dynamo Kyiv,вратарь,3,-8
Ireland,Жуков Борис Игнатьевич,Libertad,защитник,8,10
Malawi,Горшков Елизар Гертрудович,Athletic Bilbao,полузащитник,7,19
Dominica,Маслов Михаил Архипович,Al Ahly,полузащитник,9,15
Luxembourg,Попов Ратибор Исидорович,Club América,вратарь,4,-22
Bouvet Island,Щукин Афанасий Авдеевич,América de Cali,вратарь,1,-12
New Zealand,Фомичев Харлампий Адрианович,Partizan,полузащитник,7,27
Sierra Leone,Комаров Василий Исидорович,Barcelona,полузащитник,8,12
Croatia,Титов Григорий Демьянович,Nacional,полузащитник,9,7
Algeria,Кулагин Модест Герасимович,Austria Wien,защитник,6,5
East Timor,Евдокимов Георгий Бориславович,Manchester United,нападающий,6,8
Slovakia,Волков Михаил Артурович,Internacional,нападающий,7,6
Libya,Гришин Тимур Георгиевич,Palmeiras,полузащитник,2,11
Ethiopia,Устинов Корнил Евстигнеевич,CSKA Sofia,защитник,5,15
Slovakia,Волков Захар Филимонович,Steaua Bucureşti,нападающий,1,29
Armenia,Крюков Твердислав Харлампович,Club Brugge,нападающий,7,30
Cyprus,Лобанов Евстафий Харлампович,Atlético Madrid,полузащитник,3,30
Papua New Guinea,Лебедев Степан Гавриилович,Borussia Dortmund,защитник,10,24
Nauru,Архипов Касьян Валерьевич,Celtic,защитник,5,20
Tanzania,Афанасьев Капитон Чеславович,São Paulo,вратарь,8,-29
Algeria,Савельев Лукьян Викентьевич,Atlético Mineiro,защитник,6,5
Bahamas,Русаков Евстигней Давыдович,Girondins de Bordeaux,вратарь,5,-8
