Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Luxembourg,Комаров Амос Фокич,Aston Villa,вратарь,8,-26
Portugal,Бирюков Ярополк Давыдович,Zamalek,защитник,8,7
Guinea,Кузьмин Моисей Васильевич,Celtic,защитник,3,10
Virgin Islands (British),Назаров Остап Гаврилович,Hajduk Split,полузащитник,2,12
Reunion,Лобанов Эмиль Афанасьевич,Linfield,полузащитник,10,1
Rwanda,Кулагин Вениамин Анатольевич,Slavia Prague,вратарь,3,-4
Tuvalu,Зыков Изот Игнатьевич,Dinamo Bucureşti,полузащитник,4,14
Vatican City State,Шубин Александр Федосеевич,Partizan,защитник,4,13
Bahrain,Ширяев Митофан Ярославович,Benfica,нападающий,6,24
Philippines,Киселев Никифор Иосипович,Chelsea,вратарь,6,-16
Albania,Гуляев Парамон Феоктистович,Feyenoord,полузащитник,8,1
Saint Lucia,Пономарев Степан Дорофеевич,Napoli,вратарь,4,-26
Afghanistan,Борисов Антип Арсенович,Santos,полузащитник,8,21
Malaysia,Кондратьев Денис Даниилович,Rangers,полузащитник,2,9
Austria,Бирюков Вадим Владиславович,Lazio,защитник,5,7
Czech Republic,Ларионов Панфил Феликсович,Ajax,нападающий,1,5
Norway,Осипов Ефим Артёмович,Peñarol,вратарь,6,-25
Panama,Веселов Ладимир Жоресович,Racing,защитник,3,6
Malta,Гущин Мечислав Теймуразович,Paris Saint-Germain,защитник,2,4
Indonesia,Селиверстов Викентий Дорофеевич,Universitario,вратарь,7,-27
Namibia,Владимиров Рюрик Ефстафьевич,Olimpia,защитник,2,13
St.Pierre,Беляков Лев Трофимович,Schalke,защитник,6,19
Seychelles,Медведев Валерий Ааронович,Benfica,защитник,9,8
Rwanda,Коновалов Варлаам Исидорович,Universitario,вратарь,3,-19
Uganda,Дементьев Савватий Тимурович,Ferencvárosi TC,вратарь,7,-9
Czech Republic,Бобылев Кирилл Матвеевич,Club Brugge,вратарь,6,-6
Georgia,Шарапов Ювеналий Якубович,São Paulo,полузащитник,1,20
Cape Verde,Кононов Антип Федосеевич,Újpest,защитник,1,28
Iran,Анисимов Мстислав Гавриилович,Palmeiras,вратарь,2,-1
Guyana,Поляков Лазарь Гаврилович,Vélez Sarsfield,вратарь,4,-23
Thailand,Медведев Агафон Иосифович,Rangers,нападающий,8,23
Madagascar,Сергеев Арсений Всеволодович,Levski Sofia,защитник,10,2
India,Лазарев Милен Ильясович,Real Madrid,нападающий,9,24
Benin,Шестаков Никита Демидович,Vasco da Gama,защитник,4,8
French Polynesia,Большаков Ананий Борисович,Juventus,вратарь,4,-8
Turkmenistan,Кононов Владислав Егорович,San Lorenzo,вратарь,10,-9
Bahrain,Павлов Демид Ааронович,Universidad de Chile,полузащитник,9,2
Montserrat,Богданов Изяслав Владиленович,Saint-Étienne,вратарь,1,-12
Cayman Islands,Емельянов Харлампий Глебович,Tottenham Hotspur,вратарь,8,-20
Fiji,Белозеров Леон Филатович,Olympique Lyonnais,нападающий,2,8
Hong Kong,Одинцов Ярополк Геннадиевич,Porto,нападающий,5,30
East Timor,Сорокин Прокофий Иларионович,Chelsea,защитник,5,22
Turkey,Васильев Зосима Исидорович,Steaua Bucureşti,нападающий,3,11
Bouvet Island,Антонов Иннокентий Эдуардович,Vasco da Gama,защитник,8,5
Libya,Борисов Евсей Арсеньевич,Austria Wien,вратарь,10,-29
Iran,Калашников Ипполит Федосеевич,Independiente,защитник,2,21
Finland,Кузнецов Тит Григорьевич,Independiente,полузащитник,5,7
Palau,Пестов Аполлон Тихонович,Hajduk Split,защитник,7,15
Belarus,Рогов Сергей Феодосьевич,São Paulo,полузащитник,8,5
Bermuda,Кудряшов Мир Изотович,Olympique Marseille,вратарь,2,-27
Cape Verde,Беляков Никанор Григорьевич,Monaco,полузащитник,7,1
East Timor,Попов Антонин Вилорович,Club Brugge,вратарь,2,-11
El Salvador,Одинцов Измаил Адрианович,São Paulo,вратарь,6,-2
Eritrea,Юдин Герасим Яковлевич,Celtic,нападающий,7,21
Macau,Лаврентьев Михаил Демидович,Club América,нападающий,4,19
Equatorial Guinea,Князев Творимир Филатович,Palmeiras,полузащитник,8,5
Italy,Рожков Сидор Ермолаевич,São Paulo,нападающий,9,10
Comoros,Гуляев Фотий Богданович,Dynamo Kyiv,полузащитник,8,6
Albania,Сафонов Поликарп Афанасьевич,River Plate,защитник,3,21
Angola,Баранов Онуфрий Эдгарович,Ferencvárosi TC,защитник,10,21
Cameroon,Михеев Захар Ануфриевич,Manchester United,полузащитник,3,2
Norfolk Island,Гурьев Фотий Ярославович,Club América,защитник,9,17
Niger,Русаков Михей Фёдорович,Levski Sofia,нападающий,7,11
Slovakia,Шашков Эрнст Вячеславович,Benfica,защитник,9,20
Uganda,Сорокин Михей Евсеевич,Al Ahly,вратарь,8,-26
Yugoslavia,Шашков Дорофей Александрович,Galatasaray,вратарь,7,-11
New Zealand,Трофимов Савелий Фадеевич,Colo-Colo,нападающий,9,30
Samoa,Афанасьев Лучезар Демьянович,Fenerbahçe,нападающий,9,18
Fiji,Веселов Всемил Теймуразович,Boca Juniors,вратарь,4,-2
Malawi,Ковалев Богдан Дорофеевич,Slavia Prague,защитник,9,29
Malawi,Самойлов Казимир Гертрудович,Libertad,вратарь,1,-28
Chad,Антонов Галактион Архипович,Feyenoord,вратарь,5,-1
Cuba,Тетерин Якуб Иосипович,Independiente,полузащитник,3,17
Pakistan,Фролов Лазарь Эдгардович,IFK Göteborg,полузащитник,7,26
Kyrgyzstan,Денисов Игорь Давыдович,Independiente,защитник,2,5
Mayotte,Артемьев Творимир Иларионович,PSV Eindhoven,нападающий,6,22
Belize,Пахомов Никодим Феликсович,Ferencvárosi TC,вратарь,4,-15
Viet Nam,Овчинников Николай Феодосьевич,Tottenham Hotspur,защитник,1,16
Mongolia,Кулаков Эмиль Юльевич,Panathinaikos,полузащитник,5,24
Syrian Arab Republic,Комаров Бажен Жоресович,Borussia Dortmund,полузащитник,8,19
New Zealand,Терентьев Бажен Димитриевич,Austria Wien,вратарь,2,-21
Seychelles,Беляков Алексей Артемьевич,Olympiacos,вратарь,9,-26
India,Никифоров Трофим Глебович,Napoli,нападающий,6,30
Syrian Arab Republic,Устинов Захар Архипович,Malmö,полузащитник,9,22
Guyana,Буров Пантелеймон Августович,River Plate,защитник,8,15
Niger,Пестов Андроник Виленович,Club América,защитник,7,14
Guadeloupe,Дьячков Варлаам Феофанович,Colo-Colo,защитник,3,17
Bosnia And Herzegowina,Гурьев Мефодий Филиппович,Fiorentina,полузащитник,8,3
Northern Mariana Islands,Некрасов Харитон Данилович,Austria Wien,защитник,10,18
Belarus,Горшков Светозар Георгиевич,Universitario,полузащитник,2,30
Mozambique,Дементьев Григорий Фролович,Köln,нападающий,10,5
Laos,Носков Серафим Григорьевич,Juventus,защитник,10,4
Brazil,Александров Фотий Юльевич,Sporting,защитник,4,18
Turkey,Архипов Евсей Тарасович,Arsenal,полузащитник,3,2
Sri Lanka,Карпов Трофим Венедиктович,Olympique Lyonnais,вратарь,8,-24
Samoa,Федосеев Анатолий Авдеевич,Anderlecht,защитник,8,19
